id,image_id,question,relevant_articles,question_type,choices,answer,file_name
train_420,train_7_7,Biển báo trong hình cho ta biết điều gì?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.25'}]",Multiple choice,"{'A': 'Cấm hai xe ô tô con vượt nhau', 'B': 'Cấm xe ô tô tải vượt xe cơ giới khác', 'C': 'Cấm hai xe cơ giới chạy song song ', 'D': 'Cấm các loại xe cơ giới vượt nhau'}",D,train_7_7.jpg
train_421,train_7_43,Người đi xe máy được phép di chuyển trên làn đường nào ,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '32'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'D.16'}]",Multiple choice,"{'A': 'Làn đường bên phải', 'B': 'Làn đường chính giữa', 'C': 'Làn đường bên trái', 'D': 'Làn đường bên phải và làn đường chính giữa'}",D,train_7_43.jpg
train_422,train_7_18,"Biển báo hình tròn trong hình cho biết điều, người tham gia giao thông khi gặp biển báo này phải xử lí như thế nào?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '32'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'D.3'}]",Multiple choice,"{'A': 'Biển báo báo hiệu có chướng ngại vật phía trước nên chạy vòng để vượt chướng ngại vật phía trước', 'B': 'Biển báo báo hiệu có vòng xuyến phía trước nên chạy vòng theo đảo an toàn ở nơi đường giao nhau ', 'C': 'Biển báo báo hiệu tuyến đường có cầu vượt cắt qua, có thể chạy lên cầu vượt ', 'D': 'Biển báo báo hiệu trước mặt có hầm chui nên chú ý tốc độ, chủ động giữ khoảng cách với xe phía trước'}",B,train_7_18.jpg
train_423,train_7_21,Xe ô tô con được phép lưu thông với vận tốc 40 km/h trên đoạn đường này. Đúng hay sai? ,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '32'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'D.6'}]",Yes/No,,Đúng,train_7_21.jpg
train_424,train_7_23,Đoạn đường trước mắt là lối ra cao tốc. Đúng hay sai?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '47'}]",Yes/No,,Sai,train_7_23.jpg
train_425,train_7_7,"Trên cầu, xe ô tô con được phép vượt qua nhau. Đúng hay sai?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.25'}]",Yes/No,,Sai,train_7_7.jpg
train_426,train_7_6,Cột biển báo trong hình cho ta biết giới hạn tốc độ như thế nào trên con đường này?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.27'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '24'}]",Multiple choice,"{'A': 'Tối độ tối thiểu là 80 km/h, đoạn đường cấm mô tô và xe máy lưu thông', 'B': 'Tốc độ tối đa được phép lưu thông của mô tô và xe máy trên đoạn đường là 80 km/h', 'C': 'Tốc độ tối đa là 80 km/h, đoạn đường cấm mô tô và xe máy lưu thông', 'D': 'Tốc độ tối thiểu được phép lưu thông của mô tô và xe máy trên đoạn đường là 80 km/h'}",C,train_7_6.jpg
train_427,train_7_29,Cột biển báo trong hình cho ta biết những thông tin gì?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.30'}]",Multiple choice,"{'A': 'Cấm dừng xe', 'B': 'Cấm đổ xe', 'C': 'Tuyến đường được giám sát bằng camera', 'D': 'Tất cả đáp án trên đều đúng'}",D,train_7_29.jpg
train_428,train_7_22,Biển báo trong hình cấm loại phương tiện giao thông nào?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.6'}]",Multiple choice,"{'A': 'Xe ô tô con', 'B': 'Xe ô tô tải', 'C': 'Xe chở hàng nguy hiểm', 'D': 'Xe ô tô khách'}",B,train_7_22.jpg
train_429,train_7_8,Người lái xe máy nên lưu thông trên đoạn đường phía trước như thế nào khi thấy biển báo này?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.27c'}]",Multiple choice,"{'A': 'Di chuyển ở hai làn xe bên trái với tốc độ 50 km/h', 'B': 'Di chuyển ở hai làn xe bên trái với tốc độ 40 km/h', 'C': 'Di chuyển ở hai làn xe bên phải với tốc độ 50km/h', 'D': 'Di chuyển ở hai làn xe bên phải với tốc độ 40 km/h'}",D,train_7_8.jpg
train_430,train_7_8,Giới hạn tốc độ được thể hiện như thế nào qua biển báo trong hình?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.27c'}]",Multiple choice,"{'A': 'Tốc độ tối đa cho phép lưu thông ở hai làn xe bên trái là 50 km/h', 'B': 'Tốc độ tối thiểu cho phép lưu thông ở hai làn xe bên trái là 40 km/h', 'C': 'Tốc độ tối thiểu cho phép lưu thông ở hai làn xe bên phải là 50 km/h', 'D': 'Tốc độ tối thiểu và tốc độ tối đa cho phép trên đoạn đường là 40 và 50 km/h'}",A,train_7_8.jpg
train_431,train_7_32,Biển báo phía dưới cùng trong hình cho ta biết điều gì?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '32'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'D.13'}]",Multiple choice,"{'A': 'Hướng đi phải theo', 'B': 'Hướng đi trên mỗi làn đường phải theo', 'C': 'Hướng đi cho từng loại phương tiện giao thông khác nhau', 'D': 'Hướng đi phải theo cho các xe chở hàng nguy hiểm'}",B,train_7_32.jpg
train_432,train_7_35,Khi gặp biển báo trong hình phải chủ động điều khiển như thế nào?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '32'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'D.1777'}]",Multiple choice,"{'A': 'Chủ động giảm tốc độ, đi chậm', 'B': 'Chú ý quan sát xung quanh ', 'C': 'Giữ nguyên tốc độ, không cần tăng cao sự cảnh giác', 'D': 'Cả A và B đều đúng'}",D,train_7_35.jpg
train_433,train_7_8,Xe ô tô con lưu thông trên đoạn đường này phải di chuyển ở hai làn đường bên trái. Đúng hay sai?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.27c'}]",Yes/No,,Đúng,train_7_8.jpg
train_434,train_7_9,Phương tiện có trọng tải 15 tấn được phép tham gia lưu thông trên đoạn đường này. Đúng hay sai?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.15'}]",Yes/No,,Sai,train_7_9.jpg
train_435,train_7_30,Các biển báo phía trên đèn giao thông thuộc loại biển báo chỉ dẫn. Đúng hay sai?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '36'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'I.414'}]",Yes/No,,Đúng,train_7_30.jpg
train_436,train_7_48,Biển báo trong ảnh thuộc loại biển báo nào?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.2'}]",Multiple choice,"{'A': 'Biển chỉ dẫn', 'B': 'Biển cấm ', 'C': 'Biển báo hiệu', 'D': 'Biển báo nguy hiểm'}",B,train_7_48.jpg
train_437,train_7_25,Hai biển báo trong ảnh cho ta cho ta biết điều gì khi tham gia lưu thông trên đoạn đường phải trước,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.23'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.6'}]",Multiple choice,"{'A': 'Cấm xe ô tô tải', 'B': 'Cấm rẽ phải', 'C': 'Cấm xe ô tô tải rẽ phải', 'D': 'Cấm xe ô tô tải và cấm rẽ phải'}",D,train_7_25.jpg
train_438,train_7_10,Điều nào sau đây sai khi tham gia lưu thông trên đoạn đường trong hình?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '32'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'D.14'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.11'}]",Multiple choice,"{'A': 'Xe lam tham gia lưu thông ở hai làn đường bên trái', 'B': 'Xe lôi máy lưu thông ở hai làn đường bên phải ', 'C': 'Xe máy tham gia lưu thông ở hai làn đường bên phải', 'D': 'Xe ô tô con tham gia lưu thông ở hai làn đường bên trái'}",A,train_7_10.jpg
train_439,train_7_10,Đâu là nhận định đúng trong những nhận định về việc lưu thông trên đoạn đường trong hình? ,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.27'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '41'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'F.5'}]",Multiple choice,"{'A': 'Tốc độ tối đa dành cho xe ô tô con trên đoạn đường là 60 km/h ', 'B': 'Tốc độ tối đa dành cho xe ô tô tải trên đoạn đường là 50 km/h', 'C': 'Tốc độ tối đa dành cho xe ô tô tải trên đoạn đường là 60 km/h', 'D': 'Tốc độ tối đa dành cho xe máy trên đoạn đường là 60 km/h'}",C,train_7_10.jpg
train_440,train_7_10,Xe ô tô tải tham gia lưu thông trên đoạn đường này tốc độ tối đa cho phép là bao nhiêu?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.27'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '41'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'F.5'}]",Multiple choice,"{'A': '50 km/h', 'B': '60 km/h', 'C': '80 km/h', 'D': '100 km/h'}",B,train_7_10.jpg
train_441,train_7_2,Biển báo trong ảnh có ý nghĩa như thế nào?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.15'}]",Multiple choice,"{'A': 'Hạn chế trọng tải toàn bộ xe', 'B': 'Hạn chế tải trọng trên trục xe', 'C': 'Hạn chế chiều ngang xe', 'D': 'Hạn chế chiều dài xe'}",A,train_7_2.jpg
train_442,train_7_34,Biển báo trong hình có ý nghĩa gì?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.27'}]",Multiple choice,"{'A': 'Tốc độ tối thiểu lưu thông trên đường là 40 km/h', 'B': 'Tốc độ tối đa lưu thông trên đường là 40 km/h', 'C': 'Cấm các xe có trọng tải toàn bộ xe lớn hớn 40 tấn lưu thông trên đường ', 'D': 'Cấm các loại xe có trục xe lớn hơn 40 cm'}",B,train_7_34.jpg
train_443,train_7_10,Xe bốn bánh gắn động cơ được phép lưu thông ở phần đường bên phải trong cùng. Đúng hay sai?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '32'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'D.14'}]",Yes/No,,Đúng,train_7_10.jpg
train_444,train_7_33,Xe máy được phép dừng đổ trên đoạn đường này vào lúc 8h sáng. Đúng hay sai?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.6'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.31'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '41'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'F.10'}]",Yes/No,,Sai,train_7_33.jpg
train_445,train_7_1,Xe ô tô con không được phép lưu thông trên đoạn đường này từ 6h đến 22h. Đúng hay sai? ,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.6'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '41'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'F.10'}]",Yes/No,,Sai,train_7_1.jpg
train_446,train_7_36,Biển báo màu xanh trong hình cho ta biết điều gì?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '32'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'D.2'}]",Multiple choice,"{'A': 'Hướng phải đi theo', 'B': 'Hướng phải đi vòng chướng ngại vật', 'C': 'Hướng đi để không đi ngược chiều', 'D': 'Hướng đi dành cho người đi bộ'}",B,train_7_36.jpg
train_447,train_7_50,Trường hợp nào sau đây là đúng khi đỗ xe tại đoạn đường này?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '36'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'E.8'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '41'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'F.5'}]",Multiple choice,"{'A': 'Xe ô tô con đỗ xe một phần trên hè phố ', 'B': 'Xe đạp đỗ dưới lòng đường', 'C': 'Xe ô tô con đỗ dưới lòng đường ', 'D': 'Xe máy đỗ trên vỉa hè'}",C,train_7_50.jpg
train_448,train_7_50,Phương tiện nào sau đây được phép lưu thông trên đoạn đường này?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '24'}]",Multiple choice,"{'A': 'Xe ô tô tải có khối lượng chuyên trở là 4 tấn ', 'B': 'Xe ô tô khách từ 16 chỗ ', 'C': 'Xe ô tô tải có khối lượng chuyên trở là 5 tấn', 'D': 'Xe ô tô con'}",D,train_7_50.jpg
train_449,train_7_49,Có bao nhiêu loại biển báo ở trong ảnh?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.27'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '32'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'D.16'}]",Multiple choice,"{'A': 1, 'B': 2, 'C': 3, 'D': 4}",B,train_7_49.jpg
train_450,train_7_4,Khi gặp biển báo trong ảnh hành động nào bị cấm trong các hành động sau?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.24'}]",Multiple choice,"{'A': 'Rẽ phải', 'B': 'Rẽ trái', 'C': 'Quay đầu xe', 'D': 'Cả B và C đều đúng '}",D,train_7_4.jpg
train_451,train_7_41,Hướng đi nào là sai khi thấy biển báo này trên đường?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '32'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'D.13'}]",Multiple choice,"{'A': 'Làn đường bên phải cho phép đi thẳng và rẽ trái', 'B': 'Làn giữa cho phép đi thẳng, rẽ trái và rẽ phải', 'C': 'Làn giữa cho phép đi thẳng', 'D': 'Làn bên phải cho phép rẽ phải'}",C,train_7_41.jpg
train_452,train_7_17,Tại thời điểm nào trong ngày xe ô tải có khối lượng chuyên trở 5 tấn được phép lưu thông?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.6'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '41'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'F.10'}]",Multiple choice,"{'A': '19 giờ', 'B': '7 giờ', 'C': '12 giờ', 'D': '17 giờ'}",A,train_7_17.jpg
train_453,train_7_44,"Khi tham gia lưu thông trên cầu này, xe ô tô con được phép vượt mặt xe ô tô tải. Đúng hay sai?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.25'}]",Yes/No,,Sai,train_7_44.jpg
train_454,train_7_27,Gặp biển báo trong chúng ta có thể rẽ phải. Đúng hay sai?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.23'}]",Yes/No,,Đúng,train_7_27.jpg
train_455,train_7_24,Xe máy tham gia lưu thông trên đường này có thể dừng đỗ xe vào lúc 9 giờ sáng. Đúng hay sai?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.30'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '41'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'F.10'}]",Yes/No,,Sai,train_7_24.jpg
train_456,train_7_24,Có bao nhiêu loại biển báo có ở trong ảnh?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '11'}]",Multiple choice,"{'A': 1, 'B': 2, 'C': 3, 'D': 4}",C,train_7_24.jpg
train_457,train_7_42,Xe cơ giới không được phép vượt nhau trên đoạn đường có chiều dài bao nhiêu trước mắt?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.25'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '41'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'F.1'}]",Multiple choice,"{'A': '300 m', 'B': '300 km', 'C': '50 m', 'D': '50 km'}",A,train_7_42.jpg
train_458,train_7_42,Có bao nhiêu biển báo thuộc nhóm biển báo nguy hiểm trong hình?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '11'}]",Multiple choice,"{'A': 1, 'B': 2, 'C': 3, 'D': 4}",A,train_7_42.jpg
train_459,train_7_20,Điều nào sau đây là đúng khi thấy biển báo này trên đường?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.25'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.30'}]",Multiple choice,"{'A': 'Cấm dừng xe', 'B': 'Cấm đỗ xe', 'C': 'Cấm xe cơ giới vượt nhau', 'D': 'Tất cả đáp án trên đều đúng '}",D,train_7_20.jpg
train_460,train_7_12,Đâu là nhận định sai trong các nhận định sau khi nói về biển báo trong ảnh?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '32'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'D.14'}]",Multiple choice,"{'A': 'Xe ô tô con phải di chuyển bên làn đường bên trái', 'B': 'Xe máy có thể di chuyển ở cả ba làn đường', 'C': 'Xe ô tô tải phải di chuyển ở làn đường giữa', 'D': 'Xe máy phải di chuyển ở làn đường bên phải'}",B,train_7_12.jpg
train_461,train_7_12,Xe máy khi tham gia lưu thông trên đoạn đường này phải di chuyển ở làn đường nào?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '32'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'D.14'}]",Multiple choice,"{'A': 'Làn đường bên trái', 'B': 'Làn đường giữa', 'C': 'Làn đường bên phải', 'D': 'Cả 3 làn đường'}",C,train_7_12.jpg
train_462,train_7_5,Biển báo tròn trong hình thuộc nhóm biển báo nào?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.30'}]",Multiple choice,"{'A': 'Nhóm biển báo chỉ dẫn', 'B': 'Nhóm biển báo nguy hiểm', 'C': 'Nhóm biển báo cấm', 'D': 'Nhóm biển báo hiệu lệnh'}",C,train_7_5.jpg
train_463,train_7_40,Xe ô tô con lưu thông trên đoạn đường này được phép rẽ phải vào lúc 10 giờ sáng. Đúng hay sai?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.3'}]",Yes/No,,Đúng,train_7_40.jpg
train_464,train_7_51,Các chiếc xe trong ảnh đang đỗ xe đúng chỗ quy định. Đúng hay sai?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.31'}]",Yes/No,,Sai,train_7_51.jpg
train_465,train_7_11,Biển báo trong ảnh cho ta biết đoạn đường phía trước có camera phạt nguội. Đúng hay sai?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '36'}]",Yes/No,,Đúng,train_7_11.jpg
train_466,train_8_40,Đoạn đường trên cho phép xe máy chạy với tốc độ tối thiểu là 60 km/h và tốc độ tối đa là 90km/h là đúng hay sai?,"[{'law_id': '36/2024/QH15', 'article_id': '26.0'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '47'}]",Yes/No,,Sai,train_8_40.jpg
train_467,train_8_35,Khi tham gia giao thông khi gặp những biển báo này người điều khiển phương tiện giao thông được phép làm gì ?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.15'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.24'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '28'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'C.45'}]",Multiple choice,"{'A': 'Rẽ trái', 'B': 'Đi chậm', 'C': 'Điều khiển xe có trọng tải từ 3 tấn', 'D': 'Quay đầu xe'}",B,train_8_35.jpg
train_468,train_8_42,"Theo quy định của luật an toàn giao thông, trong hình chiếc ô tô tham gia giao thông đã mắc lỗi sai phạm nào ?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.2'}]",Multiple choice,"{'A': 'Ô tô đi vào đường có đặt biển ""cấm tất cả phương tiện xe, trừ xe ưu tiên"" nằm bên phải', 'B': 'Ô tô đi vào đường hẹp', 'C': 'Ô tô đi vào đường có đặt biển ""cấm đi ngược chiều"" nằm bên phải', 'D': 'Ô tô đi vào đường có đặt biển cấm chạy vào'}",C,train_8_42.jpg
train_469,train_8_32,Trong hình này có bao nhiêu biển báo có hiệu lực với xe máy khi xe máy muốn di chuyển qua cầu ?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.2'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.15'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.17'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '28'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'C.45'}]",Multiple choice,"{'A': 3, 'B': 4, 'C': 5, 'D': 6}",B,train_8_32.jpg
train_470,train_8_21,Biển nào báo hiệu phạm vi tác dụng của biển là 800m cần có cự ly tối thiểu giữa hai xe là 8m?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.21'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '41'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'F.1'}]",Multiple choice,"{'A': 'Biển 1', 'B': 'Biển 2', 'C': 'Cả 2 biển', 'D': 'Không có biển nào'}",A,train_8_21.jpg
train_471,train_8_37,Khi tham gia giao thông người tham gia điều khiển phương tiện giao thông khi gặp biển báo này thì không được phép làm gì ?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.23'}]",Multiple choice,"{'A': 'Xi nhan rẽ phải', 'B': 'Xi nhan rẽ trái', 'C': 'Dừng xe', 'D': 'Đỗ xe'}",A,train_8_37.jpg
train_472,train_8_37,Biển báo giao thông này cấm rẽ trái là đúng hay sai ?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.23'}]",Yes/No,,Sai,train_8_37.jpg
train_473,train_8_35,Người tham gia giao thông khi đi qua cầu được phép rẽ trái nếu bật đèn xi nhan trái là đúng hay sai ? ,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.24'}]",Yes/No,,Sai,train_8_35.jpg
train_474,train_8_41,"Khi gặp biển báo này, người điều khiển phương tiện giao thông không được phép làm điều gì ?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.24'}]",Multiple choice,"{'A': 'Xi nhan để rẽ trái', 'B': 'Xi nhan để rẽ phải', 'C': 'Quay đầu xe', 'D': 'Đi thẳng'}",C,train_8_41.jpg
train_475,train_8_12,Biển báo này là biển báo gì ?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.24'}]",Multiple choice,"{'A': 'Cấm rẽ trái, quay đầu xe', 'B': 'Cấm rẽ trái', 'C': 'Cấm rẽ phải, quay đầu xe', 'D': 'Cấm rẽ phải'}",A,train_8_12.jpg
train_476,train_8_12,"Khi tham gia giao thông, người điều khiển phương tiện xe máy không được không được phép rẽ trái nếu gặp biển báo này là đúng hay sai ?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.24'}]",Yes/No,,Đúng,train_8_12.jpg
train_477,train_8_41,"Khi điều khiển các phương tiện tham gia giao thông, gặp biển báo này người điều khiển các phương tiện không được phép rẽ trái là đúng hay sai ?","[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.24'}]",Yes/No,,Sai,train_8_41.jpg
train_478,train_8_29,Đoạn đường này cho phép xe ô tô được phép quay đầu xe từ khung giờ 9 giờ đến 10 giờ sáng là đúng hay sai ?,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.24'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '41'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'F.10'}]",Yes/No,,Đúng,train_8_29.jpg
train_479,train_8_29,Đoạn đường này cho phép xe ô tô được phép quay đầu xe những khung giờ nào,"[{'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '22'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'B.24'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': '41'}, {'law_id': 'QCVN 41:2024/BGTVT', 'article_id': 'F.10'}]",Multiple choice,"{'A': '6:00 - 7:30', 'B': '9:00 - 10:00', 'C': '10:00 - 12:00', 'D': '16:00 - 17:30'}",B,train_8_29.jpg
